Date,Gold,NASDAQ 100,VIX Index                                                       ,S&P 500,Miners Equity ETF,Copper                                             ,US Dollar Index,RIOT US Equity                                                  ,CAN US Equity                                                   ,MARA US Equity                                                  ,HUT US Equity                                                   ,US 5yr Interest Rate Swap                                     ,COIN US Equity                                                  ,Avalanche,Marathon Bond Price ,All Weather Portfolio,Financial Conditions Indicator,AAVE,Cardano,Algorand,Bitcoin Cash ,Bitcoin,Litecoin,Polygon ,Maker ,Digital Core Index
9/10/2013,1363.88,3729.02,14.53,1683.99,#N/A,326.15,#N/A,13.6,#N/A,48.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,122.2155302,2.497862761,0,0,#N/A
9/11/2013,1365.31,3725.01,13.82,1689.13,#N/A,325.65,#N/A,14.24,#N/A,47.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,127.0882271,2.586348666,0,0,#N/A
9/12/2013,1321.73,3715.97,14.29,1683.42,#N/A,321.25,#N/A,14.4,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.7807236,2.573648688,0,0,#N/A
9/13/2013,1326.17,3722.18,14.16,1687.99,#N/A,320.7,#N/A,14.24,#N/A,48.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,127.4077452,2.522673355,0,0,#N/A
9/16/2013,1312.79,3717.85,14.38,1697.6,#N/A,322.7,#N/A,14.24,#N/A,47.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.204666,2.588824664,0,0,#N/A
9/17/2013,1310.6,3745.7,14.53,1704.76,#N/A,322.8,#N/A,14.24,#N/A,46.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.8972501,2.534379125,0,0,#N/A
9/18/2013,1363.77,3783.64,13.59,1725.52,#N/A,328.35,#N/A,14.16,#N/A,44.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.9038194,2.558331815,0,0,#N/A
9/19/2013,1366.25,3789.38,13.16,1722.34,#N/A,335,#N/A,14.56,#N/A,43.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,124.1809573,2.485074927,0,0,#N/A
9/20/2013,1325.85,3774.73,13.12,1709.91,#N/A,332.75,#N/A,14.72,#N/A,44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,122.9216359,2.3969719,0,0,#N/A
9/23/2013,1322.72,3765.29,14.31,1701.84,#N/A,330.8,#N/A,14.72,#N/A,42.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,122.865699,2.349133425,0,0,#N/A
9/24/2013,1323.26,3768.25,14.08,1697.42,#N/A,326.55,#N/A,16.56,#N/A,43.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,123.7973577,2.414061499,0,0,#N/A
9/25/2013,1334.36,3761.1,14.01,1692.77,#N/A,328.05,#N/A,17.28,#N/A,41.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,123.6140786,2.336306086,0,0,#N/A
9/26/2013,1324.08,3787.43,14.06,1698.67,#N/A,330.4,#N/A,15.44,#N/A,40.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,124.6856745,2.34,0,0,#N/A
9/27/2013,1336.88,3781.59,15.46,1691.75,#N/A,332.95,#N/A,15.76,#N/A,40.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.6053477,2.291556794,0,0,#N/A
9/30/2013,1329.03,3771.48,16.6,1681.55,#N/A,332.3,#N/A,15.52,#N/A,41.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.0902618,2.168752504,0,0,#N/A
10/1/2013,1287.54,3817.98,15.54,1695,#N/A,327.4,#N/A,16.16,#N/A,42.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,127.5754243,2.304752107,0,0,#N/A
10/2/2013,1316.03,3815.02,16.6,1693.87,#N/A,331.6,#N/A,15.76,#N/A,42.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,104.1050929,1.84999468,0,0,#N/A
10/3/2013,1316.86,3774.34,17.67,1678.66,#N/A,326.85,#N/A,15.2,#N/A,41.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,117.575495,2.13999,0,0,#N/A
10/4/2013,1311.09,3807.75,16.74,1690.5,#N/A,330.1,#N/A,15.6,#N/A,40.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,121.9303477,2.06,0,0,#N/A
10/7/2013,1323.1,3770.38,19.41,1676.12,#N/A,329.65,#N/A,15.36,#N/A,38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,123.9068726,1.99,0,0,#N/A
10/8/2013,1319.29,3694.83,20.34,1655.45,#N/A,329.25,#N/A,14.64,#N/A,36.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,124.7665289,1.93580976,0,0,#N/A
10/9/2013,1305.59,3677.78,19.6,1656.4,#N/A,323.1,#N/A,14.4,#N/A,37.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,125.9335203,1.841529561,0,0,#N/A
10/10/2013,1287.6,3760.75,16.48,1692.56,#N/A,324.85,#N/A,15.04,#N/A,37.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,126.7046505,1.939111183,0,0,#N/A
10/11/2013,1272.2,3791.87,15.72,1703.2,#N/A,326.9,#N/A,14.96,#N/A,40.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,127.2552992,1.948290269,0,0,#N/A
10/14/2013,1272.48,3815.28,16.07,1710.14,#N/A,330.3,#N/A,14.72,#N/A,38.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,135.3391949,1.961144068,0,0,#N/A
10/15/2013,1282.35,3794.01,18.66,1698.06,#N/A,330.75,#N/A,14.64,#N/A,38.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,141.4939085,1.920222152,0,0,#N/A
10/16/2013,1282.51,3839.43,14.71,1721.54,#N/A,330.8,#N/A,15.12,#N/A,36.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,138.3279219,1.84,0,0,#N/A
10/17/2013,1320.32,3863.15,13.48,1733.15,#N/A,329.7,#N/A,15.839,#N/A,42.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,143.7471338,1.848267247,0,0,#N/A
10/18/2013,1316.25,3914.28,13.04,1744.5,#N/A,329.9,#N/A,15.68,#N/A,45.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,152.7755722,1.869973003,0,0,#N/A
10/21/2013,1316.02,3920.05,13.16,1744.66,#N/A,330.35,#N/A,15.76,#N/A,45.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,179.9106286,1.714,0,0,#N/A
10/22/2013,1340.11,3929.57,13.33,1754.67,#N/A,333.55,#N/A,15.68,#N/A,44.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,190.4027814,1.65,0,0,#N/A
10/23/2013,1333.47,3907.07,13.42,1746.38,#N/A,326.75,#N/A,14.72,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,204.600351,2.185534191,0,0,#N/A
10/24/2013,1346.75,3928.96,13.2,1752.07,#N/A,326.35,#N/A,14.72,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,194.4100438,2.260451884,0,0,#N/A
10/25/2013,1350.62,3943.36,13.09,1759.77,#N/A,326.9,#N/A,14.4,#N/A,45.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,185.6437876,2.307713479,0,0,#N/A
10/28/2013,1352.63,3940.13,13.31,1762.11,#N/A,326.9,#N/A,14.72,#N/A,46.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,196.2746873,2.1366007,0,0,#N/A
10/29/2013,1345.05,3952.34,13.41,1771.95,#N/A,327.8,#N/A,14.64,#N/A,45.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,204.4281742,2.166938646,0,0,#N/A
10/30/2013,1344.55,3930.62,13.65,1763.31,#N/A,332.55,#N/A,14.64,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,197.9005994,2.241965071,0,0,#N/A
10/31/2013,1323.06,3919.71,13.75,1756.54,#N/A,330.05,#N/A,14.72,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,203.2836499,2.289102864,0,0,#N/A
11/1/2013,1316.18,3922.04,13.28,1761.64,#N/A,329.85,#N/A,14.56,#N/A,46.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,203.0371098,2.399855348,0,0,#N/A
11/4/2013,1314.64,3936.59,12.93,1767.93,#N/A,325.3,#N/A,14.96,#N/A,48.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,228.7910389,3.01082462,0,0,#N/A
11/5/2013,1311.68,3939.86,13.27,1762.97,#N/A,325.85,#N/A,14.88,#N/A,47.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,243.6416689,2.91,0,0,#N/A
11/6/2013,1317.89,3931.95,12.67,1770.49,#N/A,323.7,#N/A,14.48,#N/A,47.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,263.209584,3.350185839,0,0,#N/A
11/7/2013,1307.63,3857.33,13.91,1747.15,#N/A,324.85,#N/A,13.6,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,290.1242262,4.221520164,0,0,#N/A
11/8/2013,1288.5,3919.23,12.9,1770.61,#N/A,325.4,#N/A,13.6,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,333.7506565,4.693700505,0,0,#N/A
11/11/2013,1282.81,3919.79,12.53,1771.89,#N/A,325.95,#N/A,13.52,#N/A,45.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,342.6976929,4.008,0,0,#N/A
11/12/2013,1268.04,3919.92,12.82,1767.69,#N/A,323.4,#N/A,13.04,#N/A,45.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,354.6454883,4.052968211,0,0,#N/A
11/13/2013,1281.75,3965.58,12.52,1782,#N/A,315.95,#N/A,12.72,#N/A,45.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,394.5044952,4.142444468,0,0,#N/A
11/14/2013,1287.18,3972.74,12.37,1790.62,#N/A,316.05,#N/A,12.56,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,416.7063033,4.283857427,0,0,#N/A
11/15/2013,1290.18,3985.97,12.19,1798.18,#N/A,317.1,#N/A,13.28,#N/A,46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,408.3987973,4.04866803,0,0,#N/A
11/18/2013,1275.44,3949.07,13.1,1791.53,#N/A,314.95,#N/A,13.12,#N/A,47.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,657.7785039,8.554449983,0,0,#N/A
11/19/2013,1275.72,3931.55,13.39,1787.87,#N/A,315.75,#N/A,12.96,#N/A,46.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,546.8783973,7.852909246,0,0,#N/A
11/20/2013,1244.33,3921.27,13.4,1781.37,#N/A,315.95,#N/A,13.2,#N/A,44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,595.3390996,7.787408425,0,0,#N/A
11/21/2013,1242.91,3969.16,12.66,1795.85,#N/A,319.15,#N/A,13.12,#N/A,41.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,720.7644253,9.715223406,0,0,#N/A
11/22/2013,1243.8,3991.65,12.26,1804.76,#N/A,321.4,#N/A,13.28,#N/A,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,802.9169337,10.58858036,0,0,#N/A
11/25/2013,1251.38,3994.57,12.79,1802.48,#N/A,322.5,#N/A,15.28,#N/A,45.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,816.2433866,12.14135072,0,0,#N/A
11/26/2013,1242.85,4017.75,12.81,1802.75,#N/A,321.4,#N/A,15.36,#N/A,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,916.0971601,19.63026914,0,0,#N/A
11/27/2013,1237.9,4044.75,12.98,1807.23,#N/A,320.05,#N/A,15.44,#N/A,45.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,962.9105609,35.53095954,0,0,#N/A
11/28/2013,1244.65,4044.75,12.98,1807.23,#N/A,320.05,#N/A,15.44,#N/A,45.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1007.387164,47.18047925,0,0,#N/A
11/29/2013,1253.35,4059.89,13.7,1805.81,#N/A,323.05,#N/A,15.28,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1128.725488,37.40659936,0,0,#N/A
12/2/2013,1219.83,4045.26,14.23,1800.9,#N/A,321.75,#N/A,15.2,#N/A,45.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1040.808218,33.18322736,0,0,#N/A
12/3/2013,1223.42,4037.2,14.55,1795.15,#N/A,320.1,#N/A,15.6,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1053.621027,37.9116093,0,0,#N/A
12/4/2013,1243.79,4038,14.7,1792.81,#N/A,327.15,#N/A,15.44,#N/A,46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1134.932231,43.78163549,0,0,#N/A
12/5/2013,1225.23,4033.17,15.08,1785.03,#N/A,326.15,#N/A,15.52,#N/A,46.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1027.411773,37.44436253,0,0,#N/A
12/6/2013,1229.1,4062.52,13.79,1805.09,#N/A,326.95,#N/A,15.36,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,824.5817103,30.71942458,0,0,#N/A
12/9/2013,1240.35,4068.75,13.49,1808.37,#N/A,329.55,#N/A,14.4,#N/A,49.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,896.0792899,31.27800306,0,0,#N/A
12/10/2013,1262.19,4060.49,13.91,1802.62,#N/A,330.15,#N/A,14.32,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,977.1653673,35.57677031,0,0,#N/A
12/11/2013,1252.32,4003.81,15.42,1782.22,#N/A,333.15,#N/A,14.16,#N/A,48.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,875.4640343,30.90873161,0,0,#N/A
12/12/2013,1225.49,3998.4,15.54,1775.5,#N/A,333.2,#N/A,14.08,#N/A,51.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,873.324806,31.53988762,0,0,#N/A
12/13/2013,1238.69,4000.98,15.76,1775.32,#N/A,335.2,#N/A,14.48,#N/A,52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,879.1561353,30.50462852,0,0,#N/A
12/16/2013,1241.32,4029.52,16.03,1786.54,#N/A,337.6,#N/A,14.72,#N/A,51.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,677.8941068,23.80722524,0,0,#N/A
12/17/2013,1230.89,4023.68,16.21,1781,#N/A,336.7,#N/A,15.12,#N/A,54.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,682.6267727,22.21224728,0,0,#N/A
12/18/2013,1218.53,4070.06,13.8,1810.65,#N/A,336.1,#N/A,15.84,#N/A,51.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,526.1209763,13.42447229,0,0,#N/A
12/19/2013,1188.68,4058.14,14.15,1809.6,#N/A,334.05,#N/A,16.72,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,685.525129,19.70017647,0,0,#N/A
12/20/2013,1203.24,4104.74,13.79,1818.32,#N/A,334.8,#N/A,16.8,#N/A,51.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,600.2169543,16.77525659,0,0,#N/A
12/23/2013,1198.86,4148.9,13.04,1827.99,#N/A,335.05,#N/A,17.12,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,657.9266342,17.44957167,0,0,#N/A
12/24/2013,1204.35,4155.42,12.48,1833.32,#N/A,341.75,#N/A,16.88,#N/A,50.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,650.6647452,17.51,0,0,#N/A
12/25/2013,1204.62,4155.42,12.48,1833.32,#N/A,341.75,#N/A,16.88,#N/A,50.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,678.2901581,20.81816394,0,0,#N/A
12/26/2013,1210.64,4167.18,12.33,1842.02,#N/A,344.95,#N/A,16.96,#N/A,51.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,749.996595,24.14005798,0,0,#N/A
12/27/2013,1213.27,4156.59,12.46,1841.4,#N/A,347,#N/A,16.72,#N/A,49.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,722.5705675,22.4376429,0,0,#N/A
12/30/2013,1196.57,4154.2,13.56,1841.07,#N/A,338.25,#N/A,16.8,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,735.7419971,23.50676499,0,0,#N/A
12/31/2013,1201.64,4176.59,13.72,1848.36,#N/A,339.65,#N/A,17.12,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,729.5575829,23.78979991,0,0,#N/A
1/1/2014,1205.9,4176.59,13.72,1848.36,#N/A,339.65,#N/A,17.12,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,752.4045499,23.87105296,0,0,#N/A
1/2/2014,1224.6,4143.07,14.23,1831.98,#N/A,338.15,#N/A,18.56,#N/A,49.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,784.9549213,25.31027241,0,0,#N/A
1/3/2014,1236.97,4131.91,13.76,1831.37,#N/A,335.5,#N/A,18.24,#N/A,47.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,807.222939,24.26380405,0,0,#N/A
1/6/2014,1238.06,4113.68,13.55,1826.77,#N/A,335.95,#N/A,18.16,#N/A,47.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,914.4599608,28.48548578,0,0,#N/A
1/7/2014,1232.08,4153.18,12.92,1837.88,#N/A,335.95,#N/A,18.16,#N/A,46.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,803.3517962,23.26195781,0,0,#N/A
1/8/2014,1225.99,4165.61,12.87,1837.49,#N/A,334.25,#N/A,19.04,#N/A,46.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,820.6900095,23.78032455,0,0,#N/A
1/9/2014,1227.98,4156.19,12.89,1838.13,#N/A,329.9,#N/A,19.44,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,831.3347505,23.81146963,0,0,#N/A
1/10/2014,1248.5,4174.67,12.14,1842.37,#N/A,334.15,#N/A,18.96,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,853.2988548,24.56543533,0,0,#N/A
1/13/2014,1253.31,4113.31,13.28,1819.2,#N/A,334.65,#N/A,18.56,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,822.8770122,23.73304221,0,0,#N/A
1/14/2014,1245.19,4183.02,12.28,1838.88,#N/A,333.6,#N/A,19.04,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,815.2936027,23.52371425,0,0,#N/A
1/15/2014,1241.88,4214.88,12.28,1848.38,#N/A,335.8,#N/A,20,#N/A,48.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,841.0898574,24.63306807,0,0,#N/A
1/16/2014,1242.39,4218.69,12.53,1845.89,#N/A,334.25,#N/A,22.32,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,815.8548003,23.7224469,0,0,#N/A
1/17/2014,1254.05,4197.58,12.44,1838.7,#N/A,334.45,#N/A,21.919,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,792.8295065,23.10112751,0,0,#N/A
1/20/2014,1254.35,4197.58,12.44,1838.7,#N/A,334.45,#N/A,21.919,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,828.8852166,24.0481746,0,0,#N/A
1/21/2014,1241.41,4225.76,12.87,1843.8,#N/A,335.1,#N/A,21.92,#N/A,49.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,823.8179638,23.75582681,0,0,#N/A
1/22/2014,1237.15,4243,12.84,1844.86,#N/A,333.7,#N/A,22,#N/A,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,818.9763863,23.03236399,0,0,#N/A
1/23/2014,1264.13,4218.88,13.77,1828.46,#N/A,328.55,#N/A,21.6,#N/A,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,810.9224252,22.03399682,0,0,#N/A
1/24/2014,1270.06,4128.17,18.14,1790.29,#N/A,327.15,#N/A,19.92,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,781.042514,19.93386616,0,0,#N/A
1/27/2014,1257.11,4083.61,17.42,1781.56,#N/A,325.9,#N/A,19.04,#N/A,49.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,742.701375,19.45201175,0,0,#N/A
1/28/2014,1256.83,4097.96,15.8,1792.5,#N/A,325.3,#N/A,19.6,#N/A,49.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,790.1764019,20.93646702,0,0,#N/A
1/29/2014,1267.34,4051.43,17.35,1774.2,#N/A,324.05,#N/A,19.04,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,793.3844249,20.69997925,0,0,#N/A
1/30/2014,1243.78,4123.13,17.29,1794.19,#N/A,322.65,#N/A,19.76,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,799.4744798,20.9319377,0,0,#N/A
1/31/2014,1244.55,4103.88,18.41,1782.59,#N/A,319.7,#N/A,20.08,#N/A,46.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,803.2375988,21.0785133,0,0,#N/A
2/3/2014,1257.65,3996.96,21.44,1741.89,#N/A,318.35,#N/A,19.36,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,806.9974284,21.58552366,0,0,#N/A
2/4/2014,1254.65,4031.52,19.11,1755.2,#N/A,319.2,#N/A,19.2,#N/A,48.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,800.0782319,21.0839437,0,0,#N/A
2/5/2014,1257.92,4011.55,19.95,1751.64,#N/A,318.85,#N/A,18.56,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,784.4736928,20.60242957,0,0,#N/A
2/6/2014,1258.2,4057.12,17.23,1773.43,#N/A,322.9,#N/A,18.4,#N/A,46.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,763.5693822,19.777032,0,0,#N/A
2/7/2014,1267.27,4125.86,15.29,1797.02,#N/A,323.6,#N/A,19.04,#N/A,48.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,711.5712734,18.3617985,0,0,#N/A
2/10/2014,1274.78,4148.17,15.26,1799.84,#N/A,322.45,#N/A,20.72,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,685.4574988,17.77147854,0,0,#N/A
2/11/2014,1291.36,4191.05,14.51,1819.75,#N/A,321.5,#N/A,19.76,#N/A,48.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,671.8996917,17.37903116,0,0,#N/A
2/12/2014,1291.15,4201.29,14.3,1819.26,#N/A,325.6,#N/A,19.44,#N/A,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,653.7657809,17.21794624,0,0,#N/A
2/13/2014,1302.92,4240.67,14.14,1829.83,#N/A,325,#N/A,19.6,#N/A,49.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,612.918415,15.19827464,0,0,#N/A
2/14/2014,1318.66,4244.02,13.57,1838.63,#N/A,326.45,#N/A,19.76,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,668.7886027,16.87172594,0,0,#N/A
2/17/2014,1331.5,4244.02,13.57,1838.63,#N/A,326.45,#N/A,19.76,#N/A,50.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,631.3345963,15.42454362,0,0,#N/A
2/18/2014,1322.02,4272.78,13.87,1840.76,#N/A,328.55,#N/A,20.32,#N/A,47.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,627.2717614,15.56675197,0,0,#N/A
2/19/2014,1311.6,4237.95,15.5,1828.75,#N/A,328.55,#N/A,20,#N/A,48.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,623.5401369,15.57360333,0,0,#N/A
2/20/2014,1322.97,4267.55,14.79,1839.78,#N/A,327.9,#N/A,20,#N/A,48.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,563.7685611,15.21593854,0,0,#N/A
